project,url,main_language,languages,age,stars,forks,commits,newcomers,pulls_opened,pulls_closed,pulls_merged,loc_r,loc_total
powdist,https://github.com/anyosa/powdist,R,['R'],0,0,0,63,2,0,0,0,449,546
clust.bin.pair,https://github.com/dgopstein/clust.bin.pair,R,['R'],1,1,0,128,1,0,0,0,202,1289
milr,https://github.com/PingYangChen/milr,R,"['R', 'C++']",1,5,5,149,4,0,3,7,484,4116
glmmTMB,https://github.com/glmmTMB/glmmTMB,HTML,"['TeX', 'R', 'Makefile', 'HTML', 'C++']",2,29,5,897,15,0,5,158,3512,56291
vortexR,https://github.com/carlopacioni/vortexR,R,['R'],2,1,2,248,4,0,0,1,1440,11144
rangeMapper,https://github.com/valcu/rangeMapper,R,['R'],4,3,1,119,5,0,0,4,1493,3043
pcadapt,https://github.com/bcm-uga/pcadapt,R,"['R', 'JavaScript', 'C++', 'CSS']",1,3,1,229,4,0,0,2,1751,13909
logmult,https://github.com/nalimilan/logmult,R,['R'],3,1,2,315,1,0,1,0,5989,6522
biotic,https://github.com/robbriers/biotic,R,['R'],1,0,0,77,4,0,0,0,355,876
hyfo,https://github.com/Yuanchao-Xu/hyfo,R,['R'],2,4,3,168,5,0,0,0,2344,2752
gk,https://github.com/dennisprangle/gk,R,['R'],3,0,1,35,1,0,0,0,619,1113
ENMeval,https://github.com/bobmuscarella/ENMeval,R,['R'],2,5,11,213,8,0,1,5,523,3856
summariser,https://github.com/condwanaland/summariser,R,['R'],0,0,0,14,1,0,0,0,21,147
cmfrec,https://github.com/david-cortes/cmfrec,Jupyter Notebook,"['Python', 'Jupyter Notebook']",0,0,1,7,1,0,0,0,0,525
aspi,https://github.com/WaylandM/aspi,R,"['TeX', 'R']",1,0,0,170,2,0,0,0,470,884
meaRtools,https://github.com/igm-team/meaRtools,R,"['R', 'C++']",0,0,0,204,3,0,5,34,5377,18064
groupdata2,https://github.com/LudvigOlsen/groupdata2,R,['R'],1,0,0,190,1,0,0,2,1590,2617
dendroTools,https://github.com/jernejjevsenak/dendroTools,R,['R'],0,1,0,30,1,0,0,0,1900,2211
EBASS,https://github.com/scossin/EBASS,R,['R'],1,2,0,4,1,0,0,0,751,912
dataMeta,https://github.com/dmrodz/dataMeta,HTML,"['R', 'HTML']",0,5,1,24,2,0,0,0,150,2550
DataExplorer,https://github.com/boxuancui/DataExplorer,R,['R'],2,53,14,80,3,0,0,2,478,3954
uGMAR,https://github.com/cran/uGMAR,R,"['R', 'HTML']",0,0,0,3,1,0,0,0,2623,2873
statesRcontiguous,https://github.com/martinjhnhadley/statesRcontiguous,R,['R'],1,0,0,72,2,0,0,0,212,440
inctools,https://github.com/SACEMA/inctools,R,"['R', 'Shell', 'HTML']",1,3,1,394,6,0,1,8,4759,11210
rEDM,https://github.com/ha0ye/rEDM,HTML,"['TeX', 'R', 'HTML', 'C++']",3,36,20,161,8,2,1,7,1392,9812
far,https://github.com/Looping027/far,R,"['C', 'R']",2,0,1,10,1,0,0,0,1409,1685
wgsea,https://github.com/chr1swallace/wgsea,R,"['TeX', 'R']",4,0,1,13,2,0,0,1,168,667
MonetDBLite-R,https://github.com/hannesmuehleisen/MonetDBLite-R,R,"['R', 'C', 'Shell', 'C++']",0,14,1,80,3,0,0,4,2689,5211
ggmcmc,https://github.com/xfim/ggmcmc,R,['R'],5,67,21,252,8,2,3,12,1098,8838
Rphylopars,https://github.com/ericgoolsby/Rphylopars,R,"['R', 'C++']",2,13,2,46,2,1,0,18,1596,8853
utiml,https://github.com/rivolli/utiml,R,['R'],2,1,0,225,3,0,0,0,5455,6263
surveydata,https://github.com/andrie/surveydata,R,"['R', 'HTML']",6,10,5,97,4,0,0,0,1300,2811
wktmo,https://github.com/leoly2017/wktmo,HTML,"['TeX', 'R', 'HTML']",0,0,0,23,3,0,0,0,138,511
DJL,https://github.com/cran/DJL,R,['R'],2,0,0,13,1,0,0,0,1537,1653
somoclu,https://github.com/peterwittek/somoclu,C,"['C', 'Shell', 'Python', 'Makefile', 'C++', 'M4', 'Batchfile', 'Cuda', 'R', 'Matlab']",4,123,34,514,13,0,0,16,80,17692
rsMove,https://github.com/RRemelgado/rsMove,R,['R'],0,7,2,324,3,0,0,1,2137,2973
eply,https://github.com/wlandau-lilly/eply,R,['R'],0,0,1,77,2,0,0,0,257,519
DMMF,https://github.com/kwanghun/DMMF,Fortran,"['Fortran', 'C', 'R']",0,0,0,20,1,0,0,0,362,1162
gmapsdistance,https://github.com/rodazuero/gmapsdistance,R,['R'],2,19,13,69,4,1,2,3,208,3721
rsolr,https://github.com/lawremi/rsolr,R,"['R', 'JavaScript', 'HTML', 'CSS', 'XSLT']",1,5,1,116,4,0,0,0,6424,10196
NUCOMBog,https://github.com/jeroenpullens/NUCOMBog,TeX,"['TeX', 'Pascal', 'R', 'Makefile']",2,0,2,211,4,0,0,0,1949,3534
condir,https://github.com/AngelosPsy/condir,HTML,"['R', 'HTML']",1,0,0,265,2,0,0,0,858,1295
logbin,https://github.com/mdonoghoe/logbin,R,['R'],2,1,0,89,1,0,0,0,1617,1811
ImaginR,https://github.com/PLStenger/ImaginR,R,['R'],0,0,0,5,1,0,0,0,166,266
rgabriel,https://github.com/yufree/rgabriel,R,['R'],4,1,0,22,4,0,0,0,51,177
icsw,https://github.com/kylepeyton/icsw,R,['R'],2,0,0,16,1,0,0,0,199,307
DiversityOccu,https://github.com/derek-corcoran-barrios/DiversityOccu,R,['R'],1,1,2,53,3,0,0,0,196,502
RNRCS,https://github.com/rhlee12/RNRCS,R,['R'],0,0,0,26,3,0,0,0,171,298
libstableR,https://github.com/swihart/libstableR,C,"['C', 'R', 'C++']",0,0,1,8,3,0,0,1,56,3809
ldbod,https://github.com/kwilliams83/ldbod,R,['R'],1,1,0,65,3,0,0,0,391,544
EpiModel,https://github.com/statnet/EpiModel,R,"['R', 'CSS']",3,24,9,1188,7,0,4,50,12555,31732
prisonbrief,https://github.com/danilofreire/prisonbrief,R,"['TeX', 'R']",0,3,0,47,4,0,0,0,191,1801
spectrino,https://github.com/cran/spectrino,R,['R'],2,0,0,1,1,0,0,0,282,398
qmethod,https://github.com/aiorazabala/qmethod,R,['R'],3,21,9,225,4,1,6,20,1531,12882
enveomics,https://github.com/lmrodriguezr/enveomics,Ruby,"['Shell', 'Makefile', 'Perl', 'R', 'Awk', 'Ruby']",4,10,16,539,2,0,0,2,1744,19521
miRNAss,https://github.com/cyones/miRNAss,R,"['C', 'R', 'C++']",1,0,0,63,2,0,0,0,186,624
BoolFilter,https://github.com/levimcclenny/BoolFilter,R,"['TeX', 'R', 'HTML', 'CSS']",0,0,1,49,4,0,0,4,842,3041
coxphMIC,https://github.com/xgsu/coxphMIC,R,['R'],0,0,0,1,1,0,0,0,191,288
easycsv,https://github.com/bogind/easycsv,R,['R'],0,2,0,61,4,0,0,0,422,627
colorplaner,https://github.com/wmurphyrd/colorplaner,R,['R'],1,20,1,124,1,0,0,15,1285,6721
parallelDist,https://github.com/alexeckert/parallelDist,C++,"['R', 'C++']",0,5,0,13,1,0,0,0,504,1864
eurostat,https://github.com/rOpenGov/eurostat,R,"['R', 'Shell']",3,77,20,569,11,0,0,10,772,38086
rexpokit,https://github.com/nmatzke/rexpokit,Fortran,"['C', 'Shell', 'C++', 'TeX', 'Fortran', 'R']",3,0,1,64,4,0,0,2,868,11934
mbbefd,https://github.com/spedygiorgio/mbbefd,R,"['R', 'C++']",2,3,5,195,4,0,0,0,2420,3229
fastcluster,https://github.com/dmuellner/fastcluster,C++,"['Python', 'Batchfile', 'Shell', 'PowerShell', 'C++']",2,7,5,40,3,1,1,2,0,5055
MittagLeffleR,https://github.com/strakaps/MittagLeffleR,R,['R'],0,1,0,35,2,0,0,0,457,815
MANOVA.RM,https://github.com/smn74/MANOVA.RM,R,['R'],0,0,0,8,1,0,0,0,2197,3414
naptime,https://github.com/russellpierce/naptime,R,['R'],1,6,3,90,1,1,2,5,271,3269
RQGIS,https://github.com/jannes-m/RQGIS,R,"['Python', 'R', 'Shell']",1,133,30,1007,13,0,2,29,1484,16179
STEPCAM,https://github.com/thijsjanzen/STEPCAM,R,['R'],1,4,0,65,1,0,0,0,2198,2734
water,https://github.com/midraed/water,R,['R'],2,8,9,474,8,0,0,5,1950,5184
nimble,https://github.com/nimble-dev/nimble,C++,"['C', 'Shell', 'CMake', 'Roff', 'Makefile', 'C++', 'TeX', 'M4', 'Batchfile', 'R']",3,46,11,2782,14,6,19,231,49234,230879
mev,https://github.com/lbelzile/mev,R,"['C', 'R', 'C++']",1,0,0,27,2,0,0,0,4662,6450
rpostgis,https://github.com/mablab/rpostgis,R,['R'],2,29,3,278,3,0,2,1,2298,4348
ggmuller,https://github.com/robjohnnoble/ggmuller,HTML,"['R', 'HTML']",1,27,0,108,2,0,0,1,428,1562
denoiSeq,https://github.com/buriom/denoiSeq,R,['R'],0,0,0,21,2,0,0,0,339,458
collapsibleTree,https://github.com/AdeelK93/collapsibleTree,HTML,"['R', 'JavaScript', 'HTML', 'CSS']",0,35,7,90,2,0,0,2,619,3781
data.tree,https://github.com/gluc/data.tree,R,['R'],2,100,19,483,7,0,5,7,2653,10343
TAR,https://github.com/hanwengutierrez/TAR,R,['R'],1,0,0,11,2,0,0,0,1348,1447
admixture_graph,https://github.com/mailund/admixture_graph,R,['R'],2,11,3,390,5,0,1,2,13893,16011
simstudy,https://github.com/kgoldfeld/simstudy,R,"['R', 'C++']",1,3,1,102,4,0,0,2,1437,2333
ecospat,https://github.com/vdicolab/ecospat,R,['R'],3,3,0,122,3,0,0,3,3322,4785
R-Binding,https://github.com/rosette-api/R-Binding,R,['R'],1,5,6,120,12,0,4,24,706,10288
weightTAPS,https://github.com/carlson9/weightTAPS,R,"['R', 'HTML', 'CSS']",2,0,0,19,2,0,0,0,545,824
glm.predict,https://github.com/benjaminschlegel/glm.predict,R,"['R', 'Rebol']",2,0,0,65,2,0,0,0,975,1073
treeman,https://github.com/DomBennett/treeman,R,"['C', 'R']",2,3,0,346,2,0,0,0,3859,4238
ForestTools,https://github.com/AndyPL22/ForestTools,R,['R'],1,1,4,27,2,0,1,1,465,1594
brms,https://github.com/paul-buerkner/brms,R,"['TeX', 'Stan', 'R', 'HTML']",2,217,24,2751,9,0,1,25,21624,38156
RClone,https://github.com/dbailleul/RClone,R,['R'],2,3,0,113,1,0,0,0,3862,4111
R-Wmisc,https://github.com/wamserma/R-wmisc,R,"['R', 'C++']",1,0,0,100,1,0,0,6,855,3271
Rga4gh,https://github.com/cran/Rga4gh,R,['R'],1,0,1,1,1,1,0,0,198,752
sNPLS,https://github.com/David-Hervas/sNPLS,R,['R'],0,0,0,49,1,0,0,0,382,492
GerminaR,https://github.com/Flavjack/GerminaR,R,"['R', 'CSS']",1,1,0,152,6,0,0,0,1933,2489
RMallet,https://github.com/mimno/RMallet,R,"['R', 'HTML']",3,18,5,26,4,1,1,4,301,3199
readOffice,https://github.com/bmewing/readOffice,R,['R'],0,2,1,20,1,0,1,2,234,1456
aidar,https://github.com/apfeiffer1/aidar,R,['R'],4,0,0,19,1,0,0,0,397,597
snakecase,https://github.com/Tazinho/snakecase,R,['R'],0,28,1,389,2,0,0,3,1211,4987
manhattanly,https://github.com/sahirbhatnagar/manhattanly,R,"['R', 'Shell']",1,30,11,77,5,0,0,5,822,4258
gputools,https://github.com/nullsatz/gputools,C++,"['C', 'Shell', 'C++', 'M4', 'R', 'Cuda']",5,57,27,79,1,0,2,0,1082,17686
JSM,https://github.com/helenxu/JSM,R,"['C', 'R', 'C++']",0,1,0,3,1,0,0,0,2233,2953
nodiv,https://github.com/mkborregaard/nodiv,R,['R'],3,1,2,132,3,0,1,0,2111,2648
passport,https://github.com/alistaire47/passport,R,['R'],0,18,0,47,1,0,0,0,385,3144
rpsftm,https://github.com/shug0131/rpsftm,R,['R'],2,1,1,138,3,0,0,0,987,1963
heplots,https://github.com/friendly/heplots,R,['R'],4,0,0,311,4,0,0,0,2185,13100
selectr,https://github.com/sjp/selectr,R,"['R', 'Makefile']",5,12,2,53,2,0,1,2,3235,4834
LEGIT,https://github.com/AlexiaJM/LEGIT,R,['R'],0,3,0,81,1,0,0,0,2935,5088
KoNLP,https://github.com/haven-jeon/KoNLP,HTML,"['R', 'Java', 'HTML']",6,98,43,239,10,1,0,1,814,10354
qicharts2,https://github.com/anhoej/qicharts2,R,['R'],0,8,1,114,2,0,0,0,876,5092
jmv,https://github.com/jamovi/jmv,R,"['R', 'JavaScript']",1,7,6,370,6,1,11,109,14707,62126
spduration,https://github.com/andybega/spduration,R,"['C', 'R', 'C++']",5,2,0,182,4,0,0,0,927,1361
easypackages,https://github.com/jakesherman/easypackages,R,['R'],1,5,1,7,1,0,0,0,233,770
sequoia,https://github.com/JiscaH/sequoia,R,['R'],1,1,1,89,1,0,0,0,231,456
STMedianPolish,https://github.com/WilliamAMartinez/STMedianPolish,R,['R'],0,0,0,5,2,0,0,0,513,612
multcompview,https://github.com/lselzer/multcompview,R,"['R', 'PHP']",0,0,0,25,3,0,0,0,885,1020
MVN,https://github.com/selcukorkmaz/MVN,R,['R'],2,0,0,65,2,0,0,0,517,629
parsemsf,https://github.com/benjaminjack/parsemsf,R,['R'],2,0,0,58,3,0,0,0,282,408
flora,https://github.com/gustavobio/flora,R,['R'],3,11,4,86,2,0,0,0,521,1339
dataPreparation,https://github.com/ELToulemonde/dataPreparation,R,"['R', 'HTML']",0,5,3,59,3,0,3,22,2615,13576
phonR,https://github.com/drammock/phonR,R,['R'],5,9,3,364,2,1,0,1,1162,2351
blsAPI,https://github.com/mikeasilva/blsAPI,R,['R'],3,33,6,41,3,0,0,4,101,2805
titrationCurves,https://github.com/dtharvey/titrationCurves,R,['R'],1,1,1,18,1,0,0,0,597,839
Momocs,https://github.com/vbonhomme/Momocs,R,"['R', 'PLSQL']",3,22,11,1173,5,0,0,6,9012,13471
DataClean,https://github.com/XiaoruiZhu/DataClean,R,['R'],2,0,0,43,3,0,0,0,54,163
sensus,https://github.com/predictive-technology-laboratory/sensus,C#,"['C#', 'Python', 'R', 'Shell']",3,22,24,1622,7,3,18,70,310,63698
mp,https://github.com/fatore/mp,R,"['R', 'Makefile', 'C++']",3,2,0,92,4,0,0,3,177,1580
MIAmaxent,https://github.com/julienvollering/MIAmaxent,R,['R'],1,2,1,320,2,0,0,0,1151,2182
regexPipes,https://github.com/wbuchanan/regexPipes,R,['R'],1,3,0,4,2,0,0,0,37,207
datafsm,https://github.com/jonathan-g/datafsm,R,"['R', 'C++']",0,2,0,186,5,0,0,0,904,1532
vistime,https://github.com/shosaco/vistime,R,['R'],0,10,1,111,3,0,0,0,156,680
magclass,https://github.com/pik-piam/magclass,R,['R'],0,0,0,48,8,0,0,0,3364,3513
unmarked,https://github.com/rbchan/unmarked,R,"['C', 'R', 'C++']",7,17,17,1447,17,0,4,14,12802,22311
ProjectTemplate,https://github.com/johnmyleswhite/ProjectTemplate,R,"['HTML', 'JavaScript', 'Makefile', 'R', 'Ruby', 'CSS']",7,493,139,628,20,7,21,82,3816,60821
Rvcg,https://github.com/zarquon42b/Rvcg,C++,"['GLSL', 'C', 'Shell', 'CMake', 'QMake', 'HTML', 'C++', 'R', 'CSS']",4,7,4,692,4,0,2,1,1038,205938
sglOptim,https://github.com/vincent-dk/sglOptim,C++,"['C', 'R', 'C++']",2,6,0,253,1,0,0,0,2636,6970
rtimicropem,https://github.com/ropensci/rtimicropem,R,"['TeX', 'R']",1,8,4,203,4,0,0,3,816,39928
vetools,https://github.com/talassio/vetools,R,['R'],3,1,1,65,3,0,0,0,2183,2591
influenceR,https://github.com/rcc-uchicago/influenceR,C,[],2,20,2,104,2,0,1,0,166,3110
esvis,https://github.com/DJAnderson07/esvis,R,['R'],0,5,0,214,1,0,0,0,1425,1777
AnglerCreelSurveySimulation,https://github.com/stevenranney/AnglerCreelSurveySimulation,R,['R'],2,0,0,34,2,0,0,0,260,387
mapa,https://github.com/trnnick/mapa,R,['R'],1,7,0,39,1,0,0,0,1072,1399
qqplotr,https://github.com/aloy/qqplotr,HTML,['R'],0,7,0,96,4,0,0,0,1528,2245
popcycle,https://github.com/uwescience/popcycle,R,"['Python', 'R', 'Shell', 'HTML']",3,7,6,541,11,0,0,6,1658,4717
hyper2,https://github.com/RobinHankin/hyper2,R,"['C', 'R', 'C++']",0,0,0,19,1,0,0,0,9424,9882
dggridR,https://github.com/r-barnes/dggridR,C++,"['Python', 'C', 'R', 'C++']",1,39,2,304,1,0,0,0,564,25856
episensr,https://github.com/dhaine/episensr,R,['R'],2,0,0,422,1,0,0,0,4292,4512
CrossVA,https://github.com/SwissTPH/CrossVA,R,['R'],1,0,3,60,6,0,0,1,202,933
JuliaCall,https://github.com/Non-Contradiction/JuliaCall,R,"['R', 'Julia', 'C++']",0,16,0,553,3,0,0,6,794,10519
SpecsVerification,https://github.com/sieste/SpecsVerification,R,"['C', 'R', 'Makefile', 'C++']",1,0,0,90,2,0,0,0,1074,1521
gWQS,https://github.com/cran/gWQS,HTML,"['R', 'HTML']",1,0,0,1,1,0,0,0,333,1319
musica,https://github.com/hanel/musica,R,"['C', 'R', 'HTML']",1,0,1,11,1,0,0,0,453,781
spatialsegregation,https://github.com/antiphon/spatialsegregation,C++,"['R', 'C++']",2,0,0,4,1,0,0,0,645,3033
diceR,https://github.com/AlineTalhouk/diceR,R,"['R', 'C++']",1,8,2,817,6,0,1,21,1593,14435
wikitaxa,https://github.com/ropensci/wikitaxa,R,['R'],1,5,1,58,3,0,0,1,708,4287
smoof,https://github.com/jakobbossek/smoof,R,"['Python', 'C', 'R', 'C++']",3,10,10,450,10,0,2,11,5234,29687
TSMN,https://github.com/EBDAF1/TSMN,R,['R'],0,0,0,3,1,0,0,0,488,602
docstring,https://github.com/Dasonk/docstring,R,['R'],0,15,1,61,2,1,1,1,91,1695
nonlinearTseries,https://github.com/constantino-garcia/nonlinearTseries,C++,"['Objective-C', 'R', 'C', 'C++']",0,1,1,84,3,0,0,0,2892,7044
rwtss,https://github.com/albhasan/rwtss,R,['R'],3,2,0,22,3,0,0,0,213,399
waver,https://github.com/pmarchand1/waver,R,['R'],2,2,1,36,2,0,0,0,348,623
sophisthse,https://github.com/bdemeshev/sophisthse,HTML,"['R', 'HTML']",3,1,4,96,1,0,0,17,219,6179
quandl-r,https://github.com/quandl/quandl-r,R,['R'],4,83,39,214,11,0,8,34,1176,19988
pixiedust,https://github.com/nutterb/pixiedust,HTML,"['R', 'HTML']",2,125,14,273,6,0,3,25,9079,29311
nowcasting,https://github.com/nmecsys/nowcasting,R,['R'],0,2,0,12,3,0,0,0,1561,2502
piecewiseSEM,https://github.com/jslefche/piecewiseSEM,R,['R'],3,34,13,506,4,1,0,5,1170,5363
TanB,https://github.com/TrigonometricDistribution/TanB,R,['R'],1,0,0,10,2,0,0,0,56,184
gamlss.spatial,https://github.com/fdebastiani/gamlss.spatial,R,['R'],1,0,0,9,1,0,0,0,1130,1227
stplanr,https://github.com/ropensci/stplanr,R,"['R', 'Makefile', 'C++']",2,84,26,1232,20,0,6,162,3557,96910
gaiah,https://github.com/eriqande/gaiah,R,['R'],1,0,0,62,1,0,0,0,288,424
bipartite,https://github.com/biometry/bipartite,R,"['C', 'HTML', 'Makefile', 'C++', 'TeX', 'R', 'CSS']",3,2,2,76,4,0,1,0,4551,14735
sparsevar,https://github.com/svazzole/sparsevar,R,['R'],1,1,1,236,2,0,0,0,1734,2340
generalhoslem,https://github.com/matthewjay15/generalhoslem,R,['R'],1,0,0,73,1,0,1,2,245,1257
mafs,https://github.com/sillasgonzaga/mafs,R,['R'],1,16,4,62,3,0,0,1,178,1347
colr,https://github.com/1na/colr,HTML,"['R', 'HTML']",1,0,0,13,1,0,0,0,82,480
evolvability,https://github.com/GHBolstad/evolvability,R,['R'],1,0,0,7,2,0,0,0,189,286
redlistr,https://github.com/red-list-ecosystem/redlistr,R,['R'],1,7,3,137,5,1,0,2,486,2136
DOQTL,https://github.com/dmgatti/DOQTL,R,"['C', 'R']",4,8,12,145,4,2,0,0,8574,11529
qgglmm,https://github.com/devillemereuil/QGglmm,R,['R'],2,4,1,116,2,0,1,5,548,4150
vipor,https://github.com/sherrillmix/vipor,R,"['R', 'Makefile']",2,11,1,169,3,0,0,0,662,1229
bossMaps,https://github.com/cran/bossMaps,HTML,"['R', 'HTML']",1,0,0,1,1,0,0,0,993,1573
stylo,https://github.com/computationalstylistics/stylo,R,['R'],4,31,15,182,6,0,0,9,7742,12397
desctable,https://github.com/MaximeWack/desctable,HTML,"['R', 'HTML']",1,34,2,268,1,0,1,0,584,4971
wbstats,https://github.com/GIST-ORNL/wbstats,R,['R'],1,45,9,37,2,0,0,1,417,3482
MCMCvis,https://github.com/caseyyoungflesh/MCMCvis,R,['R'],1,11,0,364,3,0,0,1,1074,1838
childsds,https://github.com/mvogel78/childsds,R,['R'],0,0,0,89,2,0,0,0,2705,2867
texPreview,https://github.com/metrumresearchgroup/texPreview,HTML,"['HTML', 'JavaScript', 'Makefile', 'TeX', 'R', 'Ruby', 'CSS']",0,17,1,74,4,0,1,1,313,15908
fetchR,https://github.com/blasee/fetchR,R,['R'],3,0,0,160,3,0,0,3,238,1220
gramEvol,https://github.com/fnoorian/gramEvol,R,['R'],2,3,4,108,3,0,0,1,1669,2530
aprof,https://github.com/MarcoDVisser/aprof,R,['R'],4,21,1,164,4,0,0,2,538,1857
ggplotgui,https://github.com/gertstulp/ggplotgui,R,['R'],0,33,5,59,2,0,0,0,666,2006
rcpp_progress,https://github.com/kforner/rcpp_progress,C++,"['R', 'Makefile', 'C++']",3,14,3,99,7,0,1,5,84,2882
RConics,https://github.com/emanuelhuber/RConics,R,['R'],0,0,0,2,1,0,0,0,326,609
Rcssplot,https://github.com/tkonopka/Rcssplot,R,['R'],2,4,4,60,5,0,2,4,1210,3674
qtlhot,https://github.com/byandell/qtlhot,R,"['R', 'C', 'Shell']",6,2,1,42,1,0,0,0,4851,5193
forestFloor,https://github.com/sorhawell/forestFloor,R,"['R', 'C++']",2,25,5,346,4,0,0,3,2219,4851
zFactor,https://github.com/f0nzie/zFactor,HTML,"['TeX', 'R', 'HTML']",0,3,3,745,8,0,0,0,2863,24580
mets,https://github.com/kkholst/mets,R,"['C', 'C++', 'Fortran', 'HTML', 'R', 'CSS']",3,1,0,1397,3,0,0,0,14532,26310
rxylib,https://github.com/R-Lum/rxylib,C++,"['R', 'Shell', 'C++']",0,2,0,132,5,0,0,0,342,5679
ltxsparklines,https://github.com/borisveytsman/ltxsparklines,R,['R'],1,3,0,13,1,0,0,0,231,396
tsDyn,https://github.com/MatthieuStigler/tsDyn,R,"['TeX', 'C', 'R']",8,11,6,928,15,0,0,1,9822,13444
HistDAWass,https://github.com/Airpino/HistDAWass,R,"['R', 'C++']",2,1,0,12,2,0,0,0,4470,5150
catenary,https://github.com/jonotuke/catenary,R,"['TeX', 'R', 'Matlab']",1,0,0,1,1,0,0,0,572,1410
fChange,https://github.com/SonmezOzan/fChange,R,['R'],0,0,0,2,1,0,0,0,482,586
PWFSLSmoke,https://github.com/MazamaScience/PWFSLSmoke,R,"['R', 'Makefile']",1,3,1,483,6,0,0,0,5790,6415
strvalidator,https://github.com/OskarHansson/strvalidator,R,['R'],4,1,0,72,2,0,0,0,36498,36659
pknca,https://github.com/billdenney/pknca,R,['R'],3,6,6,227,2,0,0,0,9803,21919
damisc,https://github.com/davidaarmstrong/damisc,R,['R'],3,0,2,55,4,0,0,0,2572,2858
marcher,https://github.com/EliGurarie/marcher,HTML,"['R', 'HTML']",0,1,1,23,4,0,1,4,1135,3356
tidytext,https://github.com/juliasilge/tidytext,R,"['TeX', 'R']",1,532,93,395,14,6,0,12,1218,32813
mglmn,https://github.com/mattocci27/mglmn,R,['R'],2,0,0,23,2,0,0,0,187,297
dtwSat,https://github.com/vwmaus/dtwSat,R,"['Fortran', 'C', 'R']",3,32,11,267,5,0,2,4,2910,8982
lhmixr,https://github.com/mintoc/lhmixr,R,['R'],1,0,1,43,2,0,0,0,284,506
rucm,https://github.com/kaushikrch/rucm,R,['R'],2,0,1,9,2,0,0,0,166,379
edfReader,https://github.com/Pisca46/edfReader,R,['R'],1,7,1,37,1,0,0,0,1698,2092
erp.easy,https://github.com/mooretm/erp.easy,R,['R'],0,0,0,4,1,0,0,0,649,858
Sofi,https://github.com/loerasg/Sofi,R,"['R', 'CSS']",2,0,0,241,2,0,0,0,6739,12474
multifwf,https://github.com/prontog/multifwf,R,['R'],2,0,0,23,1,0,0,0,143,931
PdPDB,https://github.com/beautifulMountain/PdPDB,R,"['R', 'Shell']",1,0,0,7,2,0,0,0,131,317
ecm,https://github.com/gaurbans/ecm,R,['R'],1,0,0,10,2,0,0,0,123,223
bmrm,https://github.com/pradosj/bmrm,HTML,"['TeX', 'R', 'HTML']",3,0,0,240,4,0,0,0,737,32499
metacoder,https://github.com/grunwaldlab/metacoder,R,['R'],3,21,5,869,7,0,0,3,2479,4644
mma,https://github.com/amoghaUdupa/mma,R,['R'],1,0,1,23,7,0,1,4,66,1796
MetaLonDA,https://github.com/aametwally/MetaLonDA,R,['R'],0,0,0,7,2,0,0,0,498,630
DstarM,https://github.com/vandenman/DstarM,R,['R'],1,0,0,37,1,0,0,11,1624,5060
geoSpectral,https://github.com/PranaGeo/geoSpectral,R,['R'],2,1,5,471,10,1,5,21,2009,10817
primme,https://github.com/primme/primme,C,"['C', 'Shell', 'Python', 'Makefile', 'C++', 'Fortran', 'Objective-C', 'R', 'Matlab']",2,28,15,690,15,0,2,5,398,52576
packcircles,https://github.com/mbedward/packcircles,C++,"['C', 'R', 'C++']",2,8,3,51,2,0,0,0,291,1603
SSM,https://github.com/peterrobertcurtis/SSM,R,['R'],0,0,0,18,1,0,0,0,700,843
waterfall,https://github.com/howardjp/waterfall,R,['R'],2,2,1,92,1,0,0,0,234,488
selectapref,https://github.com/jcrichardson617/selectapref,R,['R'],0,0,0,7,1,0,0,0,45,143
RcppHMM,https://github.com/robalecarova/RcppHMM,C++,"['C', 'R', 'C++']",0,0,0,6,3,1,0,2,46,3429
RWildbook,https://github.com/sjbonner/RWildbook,HTML,"['R', 'HTML']",1,0,1,77,2,0,0,3,338,1812
marmap,https://github.com/ericpante/marmap,R,['R'],3,3,1,133,8,0,0,0,1228,1486
diveMove,https://github.com/spluque/diveMove,R,['R'],4,0,1,295,1,0,0,0,2325,2575
prodest,https://github.com/GabrieleRovigatti/prodest,R,"['TeX', 'R', 'Stata']",1,1,2,45,3,0,0,2,788,1820
wql,https://github.com/jsta/wql,HTML,"['R', 'HTML']",0,1,0,61,3,0,0,0,1280,10905
fasteraster,https://github.com/andy-bosyi/fasteraster,C++,"['R', 'C++']",1,0,0,6,2,0,0,0,10,430
rsdmx,https://github.com/opensdmx/rsdmx,R,['R'],4,59,23,393,7,0,1,5,5436,52854
validate,https://github.com/data-cleaning/validate,HTML,"['C', 'R', 'Shell', 'JavaScript', 'HTML']",3,77,12,447,7,0,0,3,2729,8892
IRTpp,https://github.com/SICSresearch/IRTpp,Objective-C,"['Rebol', 'C', 'Shell', 'Makefile', 'C++', 'Objective-C', 'HTML', 'R']",1,2,0,6,1,0,0,0,1643,12860
mosaicModel,https://github.com/ProjectMOSAIC/mosaicModel,R,['R'],0,1,1,55,3,0,0,0,1075,1799
popEpi,https://github.com/WetRobot/popEpi,HTML,"['R', 'HTML']",2,1,0,843,6,0,0,0,10510,11584
seas,https://github.com/mwtoews/seas,R,"['C', 'R']",5,5,3,12,2,0,0,0,2668,3383
MAST,https://github.com/RGLab/MAST,R,['R'],5,43,19,58,5,0,0,3,4920,18337
lingtypology,https://github.com/ropensci/lingtypology,R,['R'],1,17,5,333,4,0,0,2,2782,74219
